Id,Name,Number,StreetAddress,City,Province,PostalCode,Latitude,Longitude,Phone,Website,Hours,SupplierType,Email,MondayOpen,MondayClose,TuesdayOpen,TuesdayClose,WednesdayOpen,WednesdayClose,ThursdayOpen,ThursdayClose,FridayOpen,FridayClose,SaturdayOpen,SaturdayClose,SundayOpen,SundayClose,Description,Facebook,Twitter,Instagram,PaymentMethods,LicenseeSales,SpecialEventsOrdering,OnSiteSpecialEvents,OnSiteKitchen,KegSales,SommelierOnStaff,OnlineOrdering,SpecialOrdering,DeliveryService,GrowlerFill,Theme,HeroTitle,HeroDescription,DisplayInventory,ALSAMember,AHLAMember,EstablishmentType
51657,CINEPLEX ODEON CROWFOOT CROSSING CINEMAS,78022100,91 CROWFOOT TERRACE NW                  ,CALGARY                                           ,AB,T3G 2L5   ,,,(403) 976-0476  ,,,Community Centre,                                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,Community Centre
51658,CINEPLEX ODEON WESTHILLS CINEMAS        ,78022200,165 STEWART GREEN SW                    ,CALGARY                                           ,AB,T3H 3C8   ,,,(403) 974-0476  ,,,Community Centre,                                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,Community Centre
51659,CINEPLEX ODEON SUNRIDGE SPECTRUM CINEMAS,78022300,400-2555 32 STREET NE                   ,CALGARY                                           ,AB,T1Y 7J6   ,,,(403) 974-0476  ,,,Community Centre,                                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,Community Centre
51660,CINEPLEX ODEON EAU CLAIRE MARKET CINEMAS,78022400,10S-200 BARCLAY PARADE SW               ,CALGARY                                           ,AB,T2P 4R5   ,,,(403) 974-0476  ,,,Community Centre,                                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,Community Centre
51661,CINEPLEX CINEMAS EAST HILLS             ,78022500,B-205 EAST HILLS BOULEVARD SE           ,CALGARY                                           ,AB,T2A 4X7   ,,,(403) 974-0476  ,,,Community Centre,                                        ,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,,,,,,False,False,Community Centre
51662,SILVERCITY CROSSIRON MILLS & XSCAPE     ,78022600,ENTERTAINMENT CENTRE                    ,ROCKY VIEW COUNTY                                 ,AB,T4A 0G3   ,,,(403) 974-0476  ,,,Community Centre,                                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,Community Centre
51663,VALLEY LIQUOR                           ,78024200,114 ATHABASCA AVENUE                    ,HINTON                                            ,AB,T7V 2A5   ,53.425064,-117.543664,(780) 933-7331  ,,,Liquor Store,ednalyn1577@yahoo.com.sg                ,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,,,,,,False,False,Liquor Store
51664,SPIKE LIQUOR                            ,78025200,7337 SIERRA MORENA BOULEVARD SW         ,CALGARY                                           ,AB,T3H 3V4   ,51.015458,-114.175242,(403) 560-3339  ,,,Liquor Store,brittsliquor@gmail.com                  ,12:00am,8:30pm,12:00am,8:30pm,12:00am,8:300m,12:00am,8:30pm,12:15am,9:00pm,12:00am,9:00pm,12:00am,8:00pm,,,,,,False,False,False,False,False,False,False,False,False,False,,,,,False,False,Liquor Store
51665,VALLEY BREWING                          ,78025400,242 3 AVENUE WEST                       ,DRUMHELLER                                        ,AB,T0J 0Y0   ,,,(403) 821-3666  ,,,Distillery/Brewery,                                        ,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,,,,,,False,False,Distillery/Brewery
51666,BEACH CORNER LIQUOR                     ,78025700,53101B RANGE ROAD 15                    ,PARKLAND COUNTY (BEACH CORNER)                    ,AB,T0E 2G0   ,53.555988,-114.12343,(780) 963-7887  ,,,Liquor Store,cool786876@gmail.com                    ,10:00am,10:00pm,10:00am,10:00pm,10:00am,10:00pm,10:00am,10:00pm,10:00am,10:00pm,10:00pm,10:00pm,10:00am,10:00pm,,,,,,False,False,False,False,False,False,False,False,False,False,,,,,False,False,Liquor Store
51667,BOSTON PIZZA AIRDRIE                    ,78026100,400-300 VETERANS BOULEVARD NE           ,AIRDRIE                                           ,AB,T4B 3P2   ,,,(587) 254-6106  ,,,Restaurant,gurpreet@zzagroup.com                   ,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,,,,,,False,False,Restaurant
51668,FROG LAKE GENERAL STORE                 ,78026700,56201 SECONDARY HIGHWAY 897             ,FROG LAKE                                         ,AB,T0A 1M0   ,,,(306) 830-5519  ,,,General Store,                                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,General Store
51669,SALT N' PEPPER WESTERN AND ASIAN CUISINE,78027400,5004 50 AVENUE                          ,BRETON                                            ,AB,T0C 0P0   ,,,(780) 696-7777  ,,,Restaurant,                                        ,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,,,,,,False,False,Restaurant
51670,COLD LAKE LIQUORS                       ,78027700,MARINA MALL                             ,COLD LAKE                                         ,AB,T9M 1N1   ,54.463786,-110.174163,(780) 639-4915  ,www.coldlakeliquors.ca,,Liquor Store,info@coldlakeliquors.ca                 ,9:00am,10:00pm,9:00am,10:00pm,9:00am,10:00pm,9:00am,10:00pm,9:00am,10:00pm,9:00am,11:00pm,9:00am,11:00pm,,,,,,True,True,False,False,False,False,False,False,False,False,,,,,False,False,Liquor Store
51671,LAST CHANCE PUB & GRILL                 ,78028500,5018 51 AVENUE                          ,TOFIELD                                           ,AB,T0B 4J0   ,,,(780) 800-9219  ,,,Restaurant,sby3137tofield@sobeys.com               ,4:00pm,11:00pm,4:00pm,11:00pm,4:00pm,11:00pm,4:00pm,11:00pm,4:00pm,2:00am,12:00pm,2:00am,12:00pm,8:00pm,Last Chance Pub & Grill is has an old style Saloon environment with the menu and atmosphere of a pub you would expect in a large city not a small town.,Search Last Chance Saloon - Tofield (our previous name),,,,False,False,False,True,False,False,False,False,False,False,,,,,False,False,Restaurant
51674,FUHR ESTATE WINERY                      ,78029500,53019 RANGE ROAD 15                     ,PARKLAND COUNTY                                   ,AB,T7Y 2T4   ,,,(780) 963-3526  ,,,Distillery/Brewery,                                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,Distillery/Brewery
51675,SADDLERIDGE LIQUOR                      ,78030100,128-20 SADDLESTONE DRIVE NE             ,CALGARY                                           ,AB,T3J 0W8   ,51.129197,-113.924511,(403) 322-0100  ,,,Liquor Store,saddleridgeliquor@gmail.com             ,10:00am,12:00am,10:00am,12:00am,10:00am,12:00am,10:00am,12:00am,10:00am,2:00am,10:00am,2:00am,10:00am,12:00am,,,,,,False,False,False,False,False,False,False,False,False,False,,,,,False,False,Liquor Store
51678,LIQUOR TIME                             ,78032100,4-201 51 AVENUE                         ,COALHURST                                         ,AB,T0L 0V0   ,,,(403) 942-1693  ,,,Liquor Store,rajassar1@gmail.com                     ,10:00AM,10:30PM,10:00AM,10:30PM,10:00AM,10:30PM,10:00AM,10:30PM,10:00AM,11:00PM,10:00AM,11:00PM,10:00AM,10:00PM,,,,,"AMEX, Debit, MasterCard, Visa",True,True,True,False,False,False,False,True,False,,,,,,False,False,Liquor Store
51679,BOSTON PIZZA GAS ALLEY                  ,78032200,122 LEVA AVENUE                         ,RED DEER COUNTY                                   ,AB,T4E 1B9   ,,,(403) 348-5220  ,,,Restaurant,donna@zzagroup.com                      ,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,,,,,,False,False,Restaurant
51680,HIGHLANDS LIQUOR                        ,78032500,11173 65 STREET NW                      ,EDMONTON                                          ,AB,T5W 0N9   ,53.564739,-113.437522,(780) 752-4545  ,,,Liquor Store,                                        ,12:00pm,9:00pm,12:00pm,9:00pm,12:00pm,9:00pm,12:00pm,9:00pm,12:00pm,9:00pm,12:00pm,9:00pm,12:00pm,9:00pm,,,,,,False,False,False,False,False,False,False,False,False,False,,,,,False,False,Liquor Store
51681,DINOSAUR HOTEL                          ,78033000,1220 NEWCASTLE TRAIL                    ,DRUMHELLER                                        ,AB,T0J 0Y2   ,,,(403) 823-5844  ,,,Restaurant,meena_samay@yahoo.com                   ,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,,,,,,False,False,Restaurant
51682,CO-OP LIQUOR AT CHAPPELLE               ,78033100,14163 28 AVENUE SW                      ,EDMONTON                                          ,AB,T6W 4H2   ,53.40954,-113.56834,(587) 469-3168  ,,,Liquor Store,Kidwillow@hotmail.com                   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,Liquor Store
51684,HAPPY BELLY KOMBUCHA                    ,78034400,4150-7005 FAIRMOUNT DRIVE SE            ,CALGARY                                           ,AB,T2H 0X6   ,,,(403) 880-1518  ,,,Distillery/Brewery,                                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,Distillery/Brewery
51685,SAVANNA LIQUOR                          ,78034600,108-9036 46 STREET NE                   ,CALGARY                                           ,AB,T3J 2E3   ,51.134206,-113.965451,(403) 293-4030  ,,,Liquor Store,looduh@yaho.com                         ,12:00pm,10:00pm,12:00pm,10:00pm,12:00pm,10:00pm,12:00pm,10:00pm,12:00pm,10:00pm,12:00pm,10:00pm,12:00pm,10:00pm,,,,,,True,True,False,False,False,False,False,True,True,False,,,,,False,False,Liquor Store
51686,WESTERN LANES                           ,78035200,5013 49 STREET                          ,WETASKIWIN                                        ,AB,T9A 1H6   ,,,(780) 352-4705  ,,,Community Centre,                                        ,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,,,,,,False,False,Community Centre
51687,CHOP SHOP RESTAURANT                    ,78035400,12520 100 STREET                        ,GRANDE PRAIRIE                                    ,AB,T8V 4H5   ,,,(780) 539-5500  ,,,Hotel,                                        ,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,,,,,,False,False,Hotel
51688,BOSTON PIZZA FAIRVIEW                   ,78035600,7 HERITAGE GATE SE                      ,CALGARY                                           ,AB,T2H 3A7   ,,,(403) 253-3333  ,,,Restaurant,cheng@bostonpizza.com                   ,11:00am,10:00pm,11:00am,10:00pm,11:00am,10:00pm,11:00am,10:00pm,11:00am,11:00pm,11:00am,11:00pm,11:00am,10:00pm,,,,,,False,False,False,False,False,False,False,False,False,False,,,,,False,False,Restaurant
51689,FIESTA LIQUOR                           ,78036300,4A 1105 RIVER HEIGHTS DRIVE             ,COCHRANE                                          ,AB,T4C 2T8   ,51.161651,-114.468294,(403) 630-8641  ,,,Liquor Store,fiestaliquorcochrane@gmail.com          ,10:00am,9:00pm,10:00am,9:00pm,10:00am,9:00pm,10:00am,10:00pm,10:00am,10:00pm,10:00am,10:00pm,10:00am,9:00pm,,,,,,True,True,False,False,True,False,False,True,False,False,,,,,False,False,Liquor Store
51690,CZAR HOTEL                              ,78036900,4919 50 AVENUE                          ,CZAR                                              ,AB,T0B 0Z0   ,,,(780) 806-1880  ,,,Hotel,                                        ,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,,,,,,False,False,Hotel
51691,LEGACY LIQUOR                           ,78037000,421-3508 32 AVENUE NE                   ,CALGARY                                           ,AB,T1Y 6J2   ,51.082938,-113.984815,(403) 483-0821  ,,,Liquor Store,legacyliquor32@gmail.com                ,,,,,,,,,,,,,,,,,,,,True,True,True,True,False,False,False,True,True,False,,,,,False,False,Liquor Store
51692,VICTORIA HOTEL                          ,78037600,4804 QUEEN STREET                       ,BRUDERHEIM                                        ,AB,T0B 0S0   ,,,(780) 982-0862  ,,,Hotel,Victoria.hotel.ab@gmail.com             ,11:00am,2:00am,11:00,2:00am,11:00,2:00am,11:00am,2:00am,11:00am,2:00am,11:00am,2:00am,12:00am,2:00am,"Tavern;
     VLT's   pool   toy house",Victoria Hotel,,,Visa     Master Card     Debit,False,False,False,False,False,False,False,False,False,False,,,,,False,False,Hotel
51693,WINE AND BEYOND AT RED DEER             ,78038200,2610 50 AVENUE                          ,RED DEER                                          ,AB,T4R 1M3   ,52.244511,-113.814914,(403) 340-0892  ,https://www.wineandbeyond.ca,,Liquor Store,1010218store@wineandbeyond.ca           ,10:00am,10:00pm,10:00am,10:00pm,10:00am,10:00pm,10:00am,10:00pm,10:00am,11:00pm,10:00am,11:00pm,10:00am,9:00pm,,,,,,False,True,False,False,True,False,False,True,False,True,,,,,False,False,Liquor Store
51694,SUGAR SWING BALLROOM                    ,78052700,10019 80 AVENUE NW                      ,EDMONTON                                          ,AB,T6E 1T4   ,,,(587) 786-6554  ,,,Community Centre,birkley@sugarswing.com                  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,Community Centre
51695,WESTEND LIQUOR STORE                    ,78038600,73022 HIGHWAY 11A WEST                  ,CLEARWATER COUNTY                                 ,AB,T4T 1B4   ,52.37718,-114.94385,(780) 888-7786  ,,,Liquor Store,westendliquor@gmail.com                 ,10:00am,8:00pm,10:00am,8:00pm,10:00am,8:00pm,10:00am,8:00pm,10:00am,8:00pm,10:00am,9:00pm,10:00am,8:00pm,Specialized in all kind of Liquor.,,,,,True,True,True,False,True,False,False,False,True,False,,,,,False,False,Liquor Store
51697,FAWCETT COUNTRY MARKET                  ,78038800,5 MAIN STREET                           ,FAWCETT                                           ,AB,T0G 0Y0   ,,,(780) 305-1231  ,,,General Store,barrmart.ca@outlook.com                 ,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,,,,,,False,False,General Store
51698,GRASSLAND LIQUOR MART                   ,78038900,HIGHWAY 63                              ,GRASSLAND                                         ,AB,T0A 1V0   ,55.63648,-112.171779,(780) 525-2098  ,,,Liquor Store,reception@imperialequities.com          ,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,,,,,,False,False,Liquor Store
51699,FAIRFIELD INN & SUITES EDMONTON AIRPORT ,78039400,4545 PERIMETER ROAD                     ,EDMONTON INTERNATIONAL AIRPORT                    ,AB,T9E 1J5   ,,,(678) 578-4444  ,,,Hotel,                                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,Hotel
51702,COLD ONES LIQUOR DISCOUNTER             ,78040700,13443 FORT ROAD NW                      ,EDMONTON                                          ,AB,T5A 1C6   ,53.595217,-113.425772,(780) 244-9915  ,,,Liquor Store,                                        ,10:00am,10:00pm,10:00am,10:00pm,10:00am,10:00pm,10:00am,10:00pm,10:00am,10:00pm,10:00am,10:00pm,10:00am,10:00pm,,,,,,False,False,False,False,False,False,False,False,False,False,,,,,False,False,Liquor Store
51703,ACE LIQUOR DISCOUNTER AT NORTH HILL     ,78041500,1810-1632 14 AVENUE NW                  ,CALGARY                                           ,AB,T2N 1M7   ,51.066099,-114.10225,(403) 296-0745  ,,,Liquor Store,1010748store@aceliquor.ca               ,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,,,,,,True,False,Liquor Store
51704,7 STAR LIQUOR                           ,78042100,104-5105 49 STREET                      ,VEGREVILLE                                        ,AB,T9C 1M1   ,53.494513,-112.048629,(587) 790-0929  ,,,Liquor Store,                                        ,10:00am,10:00pm,10:00am,10:00pm,10:00am,10:00pm,10:00am,10:00pm,10:00am,10:00pm,10:30am,10:00pm,10:00am,10:00pm,,,,,,True,True,False,False,False,False,False,False,False,False,,,,,False,False,Liquor Store
51705,SPEDDEN LIQUOR STORE                    ,78042400,12304 HIGHWAY 28                        ,SPEDDEN                                           ,AB,T0A 3E0   ,54.137463,-111.729232,(780) 636-3939  ,,,Liquor Store,speddenliquor@gmail.com                 ,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,,,,,,False,False,Liquor Store
51706,ALLIANCE VALLEY INN                     ,78042700,206 MAIN STREET                         ,ALLIANCE                                          ,AB,T0B 0A0   ,,,(587) 999-0169  ,,,Restaurant,                                        ,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,,,,,,False,False,Restaurant
51707,WHISPERING DUTCHMAN DISTILLERY          ,78043100,BAY B 2-10 GRIFFIN INDUSTRIAL POINT     ,COCHRANE                                          ,AB,T4C 0A2   ,,,(403) 830-5663  ,,,Distillery/Brewery,                                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,Distillery/Brewery
51708,SPIRIT CREEK GOLF & COUNTRY CLUB        ,78044000,SITE 10-39156 RANGE ROAD 275            ,RED DEER COUNTY                                   ,AB,T4E 0E4   ,,,(403) 342-2830  ,,,Community Centre,                                        ,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,,,,,,False,False,Community Centre
51709,HOT SHOT LIQUOR STORE                   ,78044100,336 14 STREET NW                        ,CALGARY                                           ,AB,T2N 1Z7   ,51.054596,-114.094251,(403) 764-0100  ,,,Liquor Store,hotshotliquorstore@gmail.com            ,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,,,,,,False,False,Liquor Store
51710,LIQUOR KING                             ,78044800,209 CALAHOO ROAD                        ,SPRUCE GROVE                                      ,AB,T7X 1R1   ,53.542919,-113.910704,(780) 271-6233  ,,,Liquor Store,                                        ,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,,,,,,False,False,Liquor Store
51711,UNCOMMON CIDER                          ,78044900,3921 MANCHESTER ROAD SE                 ,CALGARY                                           ,AB,T2G 4A1   ,,,(403) 605-2077  ,,,Distillery/Brewery,                                        ,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,,,,,,False,False,Distillery/Brewery
51712,LIQUOR WELLZ (TARADALE)                 ,78045500,300-6520 FALCONRIDGE BOULEVARD NE       ,CALGARY                                           ,AB,T3J 3W6   ,51.110977,-113.944499,(403) 299-4020  ,,,Liquor Store,liquorwellz@gmail.com                   ,10:00am,11:00pm,10:00am,11:00pm,10:00am,11:00pm,10:00am,11:00pm,10:00am,12:00am,10:00am,12:00am,10:00am,11:00pm,,,,,,True,False,False,False,False,False,False,False,True,False,,,,,True,False,Liquor Store
51713,NEW INDIAN SWEETS & RESTAURANT          ,78045600,6224 99 STREET NW                       ,EDMONTON                                          ,AB,T6E 6C7   ,,,(780) 982-6024  ,,,Restaurant,                                        ,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,,,,,,False,False,Restaurant
51714,CORNERSTONE CO-OP LIQUOR @ VERMILION    ,78046600,201-4121 51 STREET                      ,VERMILION                                         ,AB,T9X 0B4   ,53.344307,-110.857536,(780) 854-7656  ,,,Liquor Store,bobbijo.sweeney@cornerstone.crs         ,10:00am,10:00pm,10:00am,10:00pm,10:00am,10:00pm,10:00am,10:00pm,10:00am,11:00pm,10:00am,11:00pm,10:00am,9:00pm,,,,,,True,True,False,False,True,True,False,False,False,True,,,,,False,False,Liquor Store
51715,ISLAND LAKE GENERAL                     ,78046800,50 TRANQUILLE DRIVE                     ,ISLAND LAKE                                       ,AB,T9S 1S2   ,,,(780) 675-4670  ,,,General Store,islandlakegeneral@gmail.com             ,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,,,,,,False,False,General Store
51716,COPPER CORK DISTILLERY LTD.             ,78047400,4930 50 AVENUE                          ,VERMILION                                         ,AB,T9X 1A4   ,,,(780) 853-3535  ,,,Distillery/Brewery,                                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,Distillery/Brewery
51717,SKUNKWORKS DISTILLERY                   ,78047900,4009 4 STREET SE                        ,CALGARY                                           ,AB,T2G 2W4   ,,,(403) 992-6811  ,www.skunkworksdistillery.com,,Distillery/Brewery,info@skunkworksdistillery.com           ,,,,,5:00pm,9:00pm,5pm,9pm,5pm,11pm,2pm,11:00pm,2pm,5pm,Distillery serving cocktails and light food,,,,,True,True,True,True,True,False,False,True,True,False,,,,,False,False,Distillery/Brewery
51718,BW LOUNGE & DINING                      ,78048200,206 HIGHWAY AVENUE                      ,FOX CREEK                                         ,AB,T0H 1P0   ,,,(780) 548-4848  ,,,Restaurant,vbrothers0111@gmail.com                 ,5:00am,10:00pm,5:00am,10:00pm,5:00am,10:00pm,5:00am,10:00pm,5:00am,10:00pm,5:00am,10:00pm,5:00am,10:00pm,,,,,,True,False,True,True,False,False,False,True,True,False,,,,,False,False,Restaurant
51719,CAMROSE LE CHATEAU HOTEL                ,78048300,3911 48 AVENUE                          ,CAMROSE                                           ,AB,T4V 2Z1   ,,,(778) 881-6729  ,,,Hotel,                                        ,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,,,,,,False,False,Hotel
51720,LOCO LOU'S GRILL & BAR                  ,78051600,1324 16 AVENUE NW                       ,CALGARY                                           ,AB,T2M 0L1   ,,,(403) 797-1449  ,,,Restaurant,                                        ,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,,,,,,False,False,Restaurant
51721,WINE AND BEYOND AT DEERFOOT CITY        ,78052100,1120-901 64 AVENUE NE                   ,CALGARY                                           ,AB,T2E 7P4   ,51.110749,-114.03744,(403) 764-4840  ,www.wineandbeyond.ca,,Liquor Store,1010603store@wineandbeyond.ca           ,10:00am,10:00pm,10:00am,10:00pm,10:00am,10:00pm,10:00am,10:00pm,10:00am,10:00pm,10:00am,10:00pm,10:00am,9:00pm,,,,,,True,True,False,False,True,False,False,False,False,True,,,,,False,False,Liquor Store
51722,ALLEY YMM                               ,78053400,15-8528 MANNING AVENUE                  ,FORT MCMURRAY                                     ,AB,T9H 5G2   ,,,(780) 370-9977  ,,,Community Centre,                                        ,11:00am,11:00pm,11:00am,11:00pm,11:00am,11:00pm,11:00am,11:00pm,10:00am,12:30pm,10:00am,12:30pm,10:00am,10:00pm,,,,,,True,True,False,False,True,False,True,True,False,False,,,,,False,False,Community Centre
51723,LEMON WINE AND SPIRITS                  ,78053500,129-6707 ELBOW DRIVE SW                 ,CALGARY                                           ,AB,T2V 0E3   ,50.99323,-114.08424,(403) 422-0967  ,,,Liquor Store,lemonliquor@hotmail.com                 ,10:00am,12:00am,10:00am,12:00am,10:00am,12:00am,10:00am,12:00am,10:00am,12:00am,10:00am,12:00am,10:00am,12:00am,403-475-1167,,,,,False,False,False,False,False,False,False,False,False,False,,,,,False,False,Liquor Store
51724,PEACE ISLAND RESORT                     ,78053600,M.D. OF NORTHERN LIGHTS NO. 22 (MANNING),MANNING                                           ,AB,T0H 2M0   ,,,(780) 836-3225  ,,,Community Centre,                                        ,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,,,,,,False,False,Community Centre
51726,YEG LIQUOR                              ,78054300,10555 KINGSWAY AVENUE NW                ,EDMONTON                                          ,AB,T5H 4K1   ,53.55753,-113.502492,(780) 426-3503  ,,,Liquor Store,yegliquor@yahoo.com                     ,10:00am,12:00am,10:00am,12:00am,10:00am,12:00am,10:00am,12:00am,10:00am,12:00am,10:00am,12:00am,10:00am,12:00am,"Located South of the LRT Station, next to the Baltyk Bakery.",https://www.facebook.com/yegliquor/,,,,False,False,False,False,False,False,False,False,False,False,,,,,False,False,Liquor Store
51727,BOWL 5/10 HOUSE                         ,78054800,5327 50 AVENUE                          ,OLDS                                              ,AB,T4H 1P5   ,,,(403) 507-9204  ,,,Community Centre,waderharris@gmail.com                   ,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,,,,,,False,False,Community Centre
51728,NICK'S DINER & PIZZA                    ,78055000,4516 45 STREET                          ,ROCKY MOUNTAIN HOUSE                              ,AB,T0M 1T1   ,,,(403) 846-6987  ,,,Restaurant,                                        ,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,,,,,,False,False,Restaurant
51729,CO-OP WINE SPIRITS BEER-SAGE HILL       ,78055500,202-129 SAGE VALLEY COMMON NW           ,CALGARY                                           ,AB,T3R 1T8   ,,,(587) 392-9827  ,,,Liquor Store,LiquorStore27@calgarycoop.com           ,10:00am,10:00pm,10:00am,10:00pm,10:00am,10:00pm,10:00am,10:00pm,10:00am,10:00pm,10:00am,10:00pm,10:00am,10:00pm,,,,,,False,False,False,False,False,False,False,False,False,False,,,,,False,False,Liquor Store
51730,STOLEN HARVEST MEADERY                  ,78055600,69156 RANGE ROAD 63                     ,M.D. OF GREENVIEW NO. 16                          ,AB,T0H 1X0   ,,,(780) 296-6350  ,,,Distillery/Brewery,                                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,Distillery/Brewery
51731,SPIKE LOUNGE                            ,78055700,17525 HIGHWAY 2                         ,M.D. OF BIG LAKES (HIGH PRAIRIE DISTRICT)         ,AB,T0G 1E0   ,,,(780) 536-7660  ,,,Community Centre,                                        ,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,,,,,,False,False,Community Centre
51732,KANANASKIS NORDIC SPA                   ,78055800,2-1 CENTENNIAL DRIVE                    ,KANANASKIS                                        ,AB,T0L 2H0   ,,,(403) 591-6800  ,,,Community Centre,                                        ,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,,,,,,False,False,Community Centre
51736,HIGHWAY 22 LIQUOR STORE                 ,78061200,110A MORRISON ROAD                      ,LONGVIEW                                          ,AB,T0L 1H0   ,50.53294,-114.231478,(403) 422-1500  ,,,Liquor Store,                                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,Liquor Store
51737,HONKY TONK TAVERN                       ,78061300,110 MORRISON ROAD                       ,LONGVIEW                                          ,AB,T0L 1H0   ,,,(403) 558-2344  ,,,Restaurant,                                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,Restaurant
51738,NEXSOURCE CENTRE                        ,78061900,4823 49 AVENUE                          ,SYLVAN LAKE                                       ,AB,T4S 1M6   ,,,(403) 887-2199  ,,,Community Centre,                                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,Community Centre
51739,TAIKO CANTEEN                           ,78062000,107-3851 MANCHESTER ROAD SE             ,CALGARY                                           ,AB,T2G 3Z8   ,,,(403) 454-1843  ,,,Community Centre,aaron@taikotaco.com                     ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,Community Centre
51740,NEW HAPPY LIQUOR STORE                  ,78062700,402-6702 GOLDEN WEST AVENUE             ,RED DEER                                          ,AB,T4P 1A8   ,52.28975,-113.84915,(403) 406-7111  ,,,Liquor Store,kulwinderkg30@hotmail.com               ,10:00am,12:00am,10:00am,12:00am,10:00am,12:00am,10:00am,12:00am,10:00am,12:00am,10:00am,12:00am,10:00am,12:00am,,,,,,False,False,False,False,False,False,True,True,True,False,,,,,True,False,Liquor Store
51741,LIQUOR ISLAND                           ,78062900,20122 LESSARD ROAD NW                   ,EDMONTON                                          ,AB,T6M 0T9   ,53.478365,-113.673629,(587) 341-9051  ,,,Liquor Store,LiquorIslandLessard@gmail.com           ,10:00am,11:00pm,10:00am,11:00pm,10:00am,11:00pm,10:00am,11:00pm,10:00am,1:00am,10:00am,1:00am,10:00am,11:00pm,,,,,,False,False,False,False,False,False,False,False,False,False,,,,,False,False,Liquor Store
51742,LIQUOR BANK CROWFOOT                    ,78063500,818-800 CROWFOOT CRESCENT NW            ,CALGARY                                           ,AB,T3G 4S3   ,51.127123,-114.206637,(403) 374-4397  ,liquorbank.ca,,Liquor Store,                                        ,10:00am,11:00pm,10:00am,11:00pm,10:00am,11:00pm,10:00am,11:00pm,10:00am,12:00am,10:00am,12:00am,10:00am,11:00pm,,,,,"CASH, DEBIT, VISA, MASTER CARD, WECHAT PAID, ALIPAY PAID",True,True,True,False,True,False,False,False,False,False,,,,,False,False,Liquor Store
